problem_id,evol_algorithmic_practical_0_10_run_1_dsc,evol_algorithmic_practical_2_8_run_1_dsc,evol_algorithmic_practical_5_5_run_1_dsc,evol_algorithmic_practical_8_2_run_1_dsc,evol_algorithmic_practical_10_0_run_1_dsc,evol_algorithmic_practical_0_10_run_2_dsc,evol_algorithmic_practical_2_8_run_2_dsc,evol_algorithmic_practical_5_5_run_2_dsc,evol_algorithmic_practical_8_2_run_2_dsc,evol_algorithmic_practical_10_0_run_2_dsc,evol_algorithmic_practical_0_10_run_3_dsc,evol_algorithmic_practical_2_8_run_3_dsc,evol_algorithmic_practical_5_5_run_3_dsc,evol_algorithmic_practical_8_2_run_3_dsc,evol_algorithmic_practical_10_0_run_3_dsc
72,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1
77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
80,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0
82,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
89,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1
93,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0
96,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
97,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
98,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1
99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
100,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
103,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1
104,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
105,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
106,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0
108,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0
109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1
113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0
117,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0
123,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1
124,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
127,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0
128,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
129,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0
130,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1
135,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1
137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
138,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
139,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
140,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
141,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
143,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1
161,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
162,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1
163,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0
166,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
167,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1
168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
172,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1
222,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
223,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
224,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
226,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
227,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
228,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
237,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
238,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0
242,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
244,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
246,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1
247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
248,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
249,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1
250,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
253,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1
255,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
259,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1
265,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
269,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0
274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
276,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
277,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
280,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
281,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1
282,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
283,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0
285,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
286,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0
291,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1
296,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
299,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
300,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
301,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
306,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1
307,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0
308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
309,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
310,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1
311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
389,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1
390,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
391,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
392,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
396,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
397,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
399,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
400,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
405,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
406,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1
407,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
409,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
410,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0
411,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0
414,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
418,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
419,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
420,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1
421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
424,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
427,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
431,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
433,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
438,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
439,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
442,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
443,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
444,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0
447,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
448,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0
450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
451,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
452,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
453,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
454,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0
455,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
457,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
458,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
459,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1
460,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
463,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1
464,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
465,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
468,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
470,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
474,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
475,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
477,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
478,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1
479,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
562,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1
563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
565,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
566,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
567,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
568,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1
569,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
572,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
573,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1
574,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
578,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
581,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1
582,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
583,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
584,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
585,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
586,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
587,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
588,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0
589,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1
590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
594,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
596,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
599,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
600,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
602,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1
605,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1
606,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1
607,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
608,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1
610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
612,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
614,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0
615,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
616,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
617,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
618,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
619,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
620,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0
622,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0
623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
624,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
626,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
628,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
629,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
630,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
631,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0
635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
637,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
638,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1
639,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
640,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
641,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1
643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1
720,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
721,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
722,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
724,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1
725,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
734,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
735,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0
736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
737,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
738,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
741,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
745,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
748,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
749,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
754,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
755,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
758,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
759,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0
760,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
762,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
763,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1
766,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1
767,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
769,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1
770,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
771,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
772,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1
773,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1
775,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1
776,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
777,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0
778,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1
779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
782,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
783,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
784,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
785,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
788,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0
790,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
791,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0
792,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0
793,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1
794,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
