problem_id,evol_algorithmic_practical_0_10_run_1_cq,evol_algorithmic_practical_2_8_run_1_cq,evol_algorithmic_practical_5_5_run_1_cq,evol_algorithmic_practical_8_2_run_1_cq,evol_algorithmic_practical_10_0_run_1_cq,evol_algorithmic_practical_0_10_run_2_cq,evol_algorithmic_practical_2_8_run_2_cq,evol_algorithmic_practical_5_5_run_2_cq,evol_algorithmic_practical_8_2_run_2_cq,evol_algorithmic_practical_10_0_run_2_cq,evol_algorithmic_practical_0_10_run_3_cq,evol_algorithmic_practical_2_8_run_3_cq,evol_algorithmic_practical_5_5_run_3_cq,evol_algorithmic_practical_8_2_run_3_cq,evol_algorithmic_practical_10_0_run_3_cq
62,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1
64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0
74,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1
75,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
80,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
82,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0
83,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
87,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
88,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1
89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0
91,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
94,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
97,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
100,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
103,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
104,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
105,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
106,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1
108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
115,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
123,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
124,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1
125,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
126,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
127,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
133,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
142,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
160,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
161,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0
162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
168,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
170,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0
171,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
172,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
222,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
223,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
224,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0
226,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
227,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
239,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
240,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
245,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
247,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0
248,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
252,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
253,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
255,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
259,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
260,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1
261,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
262,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1
264,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
265,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
266,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
269,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
270,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1
273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
276,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0
277,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
278,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0
279,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0
280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1
286,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
287,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
292,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1
293,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
294,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
295,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1
296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
297,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1
299,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1
304,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0
305,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1
306,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1
311,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
388,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1
389,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1
390,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
391,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
392,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0
393,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
394,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1
395,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
398,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
399,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
400,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
401,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
404,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
405,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
407,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
409,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
410,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
411,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
412,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
413,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1
414,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
415,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
418,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
419,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
420,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
424,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
425,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0
426,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
428,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
430,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
431,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
439,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
440,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
441,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
442,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
443,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
446,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
450,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0
451,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
454,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0
455,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
459,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
460,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
461,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
462,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
463,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
465,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1
468,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
470,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
471,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0
472,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1
473,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
475,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
477,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
478,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
479,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
558,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0
564,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
565,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
566,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
573,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
574,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
578,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0
579,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
580,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
581,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
582,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
583,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
585,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
586,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
587,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
589,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
590,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
594,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1
595,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1
596,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
597,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
598,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
599,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
602,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1
603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
606,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
607,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1
608,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
610,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
614,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
615,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
616,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
617,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
618,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
619,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
620,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
622,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
623,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0
624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1
626,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1
627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
628,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
629,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
630,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
631,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
635,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
637,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
638,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
640,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
641,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
644,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0
720,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
721,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
722,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
723,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0
724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
728,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
730,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
731,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
732,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
733,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
734,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
735,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
736,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0
737,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
741,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
745,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
746,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
749,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
750,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
753,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
754,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
755,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
756,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
757,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
760,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
762,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
763,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
764,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
765,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0
766,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
767,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
769,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
772,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0
773,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
777,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
778,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
779,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
780,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
781,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
782,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
784,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
785,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
786,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0
787,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1
788,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
790,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
791,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
797,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
