problem_id,oss_algorithmic_practical_0_10_run_1_cq,oss_algorithmic_practical_2_8_run_1_cq,oss_algorithmic_practical_5_5_run_1_cq,oss_algorithmic_practical_8_2_run_1_cq,oss_algorithmic_practical_10_0_run_1_cq,oss_algorithmic_practical_0_10_run_2_cq,oss_algorithmic_practical_2_8_run_2_cq,oss_algorithmic_practical_5_5_run_2_cq,oss_algorithmic_practical_8_2_run_2_cq,oss_algorithmic_practical_10_0_run_2_cq,oss_algorithmic_practical_0_10_run_3_cq,oss_algorithmic_practical_2_8_run_3_cq,oss_algorithmic_practical_5_5_run_3_cq,oss_algorithmic_practical_8_2_run_3_cq,oss_algorithmic_practical_10_0_run_3_cq
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1
106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1
109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
119,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
120,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1
123,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1
124,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0
125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
127,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
132,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0
133,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1
135,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
137,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
138,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
141,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
142,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
143,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1
161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1
163,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
168,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1
170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
172,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
222,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0
223,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
227,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1
238,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
239,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1
240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1
244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0
246,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
248,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
251,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
252,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0
253,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1
255,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1
256,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1
257,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1
260,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1
261,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
262,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
269,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1
274,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1
276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
278,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1
279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0
281,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1
282,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0
283,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1
284,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
285,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
287,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
290,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
291,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
293,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1
294,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
297,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
301,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
304,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
307,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0
308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
309,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0
310,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1
311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
389,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
390,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
393,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0
394,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
397,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1
400,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0
401,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
404,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
405,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1
406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
407,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0
408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
409,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
410,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
411,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1
412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
413,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
414,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0
415,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
417,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
418,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0
419,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
422,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
424,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1
425,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
426,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
427,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0
428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
429,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1
430,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1
431,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
435,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
436,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
437,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1
438,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
439,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1
440,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0
441,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0
442,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
443,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
444,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
447,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
448,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1
450,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
452,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1
453,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1
454,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1
455,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0
456,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0
457,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
460,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
461,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1
465,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
468,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
470,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
471,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0
472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
473,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1
474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
475,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
477,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
478,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
557,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
558,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
559,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
560,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
563,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
564,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
565,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
568,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
569,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0
572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1
574,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0
576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
577,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
578,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
579,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
580,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
581,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1
586,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
587,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
589,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
590,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
591,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
594,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
595,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1
596,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
597,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
598,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0
599,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0
600,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
603,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0
604,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
607,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1
608,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
610,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
611,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0
612,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1
614,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
615,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
616,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
617,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0
618,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
620,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
622,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
623,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
624,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
625,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0
626,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
627,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
628,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
629,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
630,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
631,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1
632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
633,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
637,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
638,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0
639,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
640,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0
641,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
720,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
721,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
722,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1
723,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
724,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
725,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
726,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
728,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
730,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
731,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
732,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
733,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
734,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
736,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
737,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
739,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0
740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
741,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
744,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
745,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
748,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1
749,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
751,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0
752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
754,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
755,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
756,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
758,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
759,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
760,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
762,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
763,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
764,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
765,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
766,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1
767,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1
769,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
772,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
773,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
775,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1
776,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
779,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
780,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
781,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0
782,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
784,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1
785,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
786,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
787,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
788,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0
790,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
791,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
792,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1
793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
796,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
797,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
