problem_id,oss_algorithmic_practical_0_10_run_1_cq,oss_algorithmic_practical_2_8_run_1_cq,oss_algorithmic_practical_5_5_run_1_cq,oss_algorithmic_practical_8_2_run_1_cq,oss_algorithmic_practical_10_0_run_1_cq,oss_algorithmic_practical_0_10_run_2_cq,oss_algorithmic_practical_2_8_run_2_cq,oss_algorithmic_practical_5_5_run_2_cq,oss_algorithmic_practical_8_2_run_2_cq,oss_algorithmic_practical_10_0_run_2_cq,oss_algorithmic_practical_0_10_run_3_cq,oss_algorithmic_practical_2_8_run_3_cq,oss_algorithmic_practical_5_5_run_3_cq,oss_algorithmic_practical_8_2_run_3_cq,oss_algorithmic_practical_10_0_run_3_cq
abc325_a,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
abc326_a,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
abc326_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc327_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc327_b,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc328_a,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
abc328_b,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1
abc329_a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
abc329_b,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc330_a,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc330_b,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1
abc331_a,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
abc331_b,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
abc332_a,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
abc332_b,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1
abc333_a,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1
abc333_b,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
abc334_a,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
abc335_a,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
abc335_b,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
abc336_a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
abc336_b,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0
abc337_a,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
abc337_b,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1
abc338_a,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc338_b,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abc339_a,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
abc340_a,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
abc340_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc341_a,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1
abc341_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc342_a,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
abc342_b,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
abc343_a,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
abc343_b,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
abc344_a,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
abc344_b,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0
abc345_b,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
abc346_b,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc346_a,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
abc347_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc347_b,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
abc348_b,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
abc348_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc349_a,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0
abc349_b,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
abc350_a,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
abc350_b,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
abc351_a,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
abc351_b,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0
abc352_a,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
abc352_b,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1
abc353_b,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0
abc353_a,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
abc354_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc354_a,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
abc355_b,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
abc355_a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
3334,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
3353,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
3349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3371,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1
3372,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1
3361,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3367,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3381,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3379,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3408,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
3397,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1
3396,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
3398,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3412,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
3429,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1
3446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3428,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
abc356_a,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc356_b,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
abc357_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc357_b,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc358_b,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
abc358_a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
abc359_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc359_a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
abc360_b,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
abc360_a,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1
abc361_a,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abc362_a,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1
abc362_b,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
abc363_a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
abc363_b,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
abc364_b,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
abc364_a,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc365_b,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
abc365_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3426,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0
3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3421,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0
3471,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
3469,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
3468,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
3484,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
3508,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
3515,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
3533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3476,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
3463,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
3511,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
3519,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
abc366_b,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1
abc366_a,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
abc367_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc367_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc368_a,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc368_b,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc369_a,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc369_b,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abc370_a,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0
abc370_b,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
abc371_b,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
abc371_a,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
abc372_a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
abc373_a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
abc373_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3543,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
3555,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
3553,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
3567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3568,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1
3600,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0
3606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc374_b,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
abc374_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc375_b,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
abc375_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc376_a,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
abc377_b,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
abc377_a,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abc378_b,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1
abc378_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc379_b,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
abc379_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc380_a,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
abc380_b,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
abc381_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc381_b,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
abc382_a,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abc382_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc383_a,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abc384_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc384_a,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0
abc385_a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc385_b,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
abc386_a,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc386_b,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
3610,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
3636,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
3612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3616,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
3644,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
3605,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0
3617,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3676,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1
3651,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1
3621,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
3632,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3685,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
3702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3684,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
