problem_id,oss_algorithmic_practical_0_10_run_1_dsc,oss_algorithmic_practical_2_8_run_1_dsc,oss_algorithmic_practical_5_5_run_1_dsc,oss_algorithmic_practical_8_2_run_1_dsc,oss_algorithmic_practical_10_0_run_1_dsc,oss_algorithmic_practical_0_10_run_2_dsc,oss_algorithmic_practical_2_8_run_2_dsc,oss_algorithmic_practical_5_5_run_2_dsc,oss_algorithmic_practical_8_2_run_2_dsc,oss_algorithmic_practical_10_0_run_2_dsc,oss_algorithmic_practical_0_10_run_3_dsc,oss_algorithmic_practical_2_8_run_3_dsc,oss_algorithmic_practical_5_5_run_3_dsc,oss_algorithmic_practical_8_2_run_3_dsc,oss_algorithmic_practical_10_0_run_3_dsc
74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
77,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
82,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
83,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
84,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1
85,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0
89,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
94,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
95,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1
96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
98,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
99,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0
100,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
104,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0
105,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
106,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
108,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
113,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
115,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
118,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
123,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1
124,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
127,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0
128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
138,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
139,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1
141,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
143,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1
145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0
161,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
162,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
166,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
171,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1
172,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
222,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
223,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
224,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
226,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
227,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1
228,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
234,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
239,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1
240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
244,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
245,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
246,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
248,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
249,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1
250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
251,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
252,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0
253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0
257,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
261,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
262,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
264,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
265,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
266,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
267,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
268,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
269,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1
270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
272,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
273,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
274,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
276,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1
280,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1
281,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
283,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
284,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
285,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
286,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1
287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1
291,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
295,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
296,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0
297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
299,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
306,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
308,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
309,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
310,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
312,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
388,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
390,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
391,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
392,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0
393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
396,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1
397,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
399,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1
400,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
401,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
404,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1
405,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1
406,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
407,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0
408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
409,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
410,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
413,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
414,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
417,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1
418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
420,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1
421,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0
422,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
424,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
427,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1
428,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
432,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1
435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
436,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0
437,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1
438,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
439,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1
440,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0
441,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
443,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
446,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0
447,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
448,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
451,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
452,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
453,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
454,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0
458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
459,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
460,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
461,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
462,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
465,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
468,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
470,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
471,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1
472,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
473,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0
474,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
475,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
477,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
478,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0
479,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
555,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1
556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
559,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
563,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0
564,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
565,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
566,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1
567,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
568,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
569,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0
572,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
577,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0
578,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
579,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
580,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
581,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
582,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
585,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
586,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1
587,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
588,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1
589,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
590,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
591,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1
592,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1
593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
594,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1
595,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
596,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
597,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
598,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1
599,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
600,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
602,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0
603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
604,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
605,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
606,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
612,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
614,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
615,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
616,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
617,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
618,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
620,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0
622,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
623,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
624,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
627,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
628,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
629,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
630,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
631,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
632,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
633,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0
635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
637,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
638,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
639,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
640,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
641,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
643,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
720,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
721,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
722,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
723,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1
724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
726,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0
728,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
730,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
731,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
732,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
733,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
734,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
735,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
736,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0
737,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1
739,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
741,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
743,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
744,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
748,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1
749,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
750,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
751,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
752,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
753,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
754,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
756,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1
757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
762,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
763,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
764,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
765,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1
766,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
769,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0
770,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
771,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
772,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
773,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
775,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
777,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0
778,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0
779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
781,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
782,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
783,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1
784,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
785,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
786,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
787,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0
788,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
790,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
791,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
792,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0
793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
794,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1
796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
