problem_id,evol_algorithmic_practical_0_10_run_1_cq,evol_algorithmic_practical_2_8_run_1_cq,evol_algorithmic_practical_5_5_run_1_cq,evol_algorithmic_practical_8_2_run_1_cq,evol_algorithmic_practical_10_0_run_1_cq,evol_algorithmic_practical_0_10_run_2_cq,evol_algorithmic_practical_2_8_run_2_cq,evol_algorithmic_practical_5_5_run_2_cq,evol_algorithmic_practical_8_2_run_2_cq,evol_algorithmic_practical_10_0_run_2_cq,evol_algorithmic_practical_0_10_run_3_cq,evol_algorithmic_practical_2_8_run_3_cq,evol_algorithmic_practical_5_5_run_3_cq,evol_algorithmic_practical_8_2_run_3_cq,evol_algorithmic_practical_10_0_run_3_cq
abc308_a,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
abc308_b,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
abc308_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc308_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc308_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc308_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc309_a,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
abc309_b,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1
abc309_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc309_d,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
abc309_e,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
abc310_a,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
abc310_b,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
abc310_c,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abc310_d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abc310_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc310_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc311_a,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
abc311_b,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc311_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc311_d,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
abc311_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc312_a,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc312_b,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
abc312_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc312_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc312_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc312_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc313_a,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
abc313_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc313_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc314_a,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
abc314_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc314_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc314_d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
abc314_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc314_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc315_a,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1
abc315_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc315_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc315_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc315_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc315_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc318_a,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
abc318_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc318_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc318_d,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
abc318_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc319_b,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
abc319_c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
abc319_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc319_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc320_a,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
abc320_b,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
abc320_c,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abc320_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc320_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc321_a,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
abc321_b,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1
abc321_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc321_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc321_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
abc322_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc322_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc322_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc322_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc322_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc323_a,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
abc323_b,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
abc323_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc323_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc323_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc324_a,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
abc324_b,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
abc324_c,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abc324_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc324_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc324_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc325_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc325_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc325_c,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
abc325_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc325_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc325_f,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
abc326_a,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1
abc326_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc326_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc326_d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
abc326_e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
abc327_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc327_b,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
abc327_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc327_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc327_e,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
abc328_a,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0
abc328_b,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
abc328_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc328_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc328_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc329_a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
abc329_b,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
abc329_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc329_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc329_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc329_f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
abc330_a,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
abc330_b,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1
abc330_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc330_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc330_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc331_a,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0
abc331_b,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
abc331_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc331_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc331_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc332_a,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc332_b,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
abc332_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc332_d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
abc333_a,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abc333_b,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
abc333_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc333_d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abc333_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc334_a,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
abc334_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc334_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc334_d,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
abc334_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc335_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc335_b,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1
abc335_c,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
abc335_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc336_a,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
abc336_b,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
abc336_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc336_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc337_a,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
abc337_b,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
abc337_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc337_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc337_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc338_a,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1
abc338_b,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
abc338_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc338_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc338_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc338_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc339_a,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
abc339_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc339_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc339_d,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
abc340_a,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
abc340_b,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
abc340_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc340_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc340_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
